SaleID,PropertyID,ClientID,AgentID,SaleDate,SalePrice
92,44,3513,432,2024-02-24,572223.0
93,2346,3747,490,2024-01-23,575450.0
94,2332,5652,172,2023-10-19,1230799.0
95,3458,1569,105,2024-06-21,1775091.0
96,3466,1709,444,2024-05-16,235426.0
97,4922,2941,409,09-19-2025,1092778.0
98,547,4331,87,2025-03-19,1668465.0
99,2754,6233,442,2024-05-30,1808088.0
100,217,1885,45,20/07/2024,237157.0
101,247,5300,142,25/04/2024,499135.0
102,1259,5362,48,11-15-2024,403522.0
103,1825,1263,387,2024-03-07,1986563.0
104,4784,3488,170,2023-11-04,1824051.0
105,3499,6883,484,2025-03-29,858964.0
106,4492,959,467,2023-12-01,287799.0
107,1789,6528,283,08-29-2025,296345.0
108,2401,2991,431,2023-10-30,1423610.0
109,99,4625,369,06-29-2024,1198790.0
110,1227,549,164,31/05/2024,1547233.0
111,287,4764,483,2024-09-13,258960.0
112,2207,3112,116,2023-11-06,1309147.0
113,4955,1725,283,2025-02-17,795330.0
114,4945,1689,500,2023-12-16,1962413.0
115,360,1914,15,04/09/2025,791522.0
116,4164,3067,143,2024-02-18,299060.0
117,1807,6579,97,2024-11-18,1432412.0
118,721,59,467,2023-10-24,1850186.0
119,1593,1832,182,30/07/2024,716723.0
120,269,4445,280,2024-01-28,1787200.0
121,4398,770,383,2025-05-11,1732229.0
122,592,6940,500,2024-10-28,562857.0
123,4285,1220,362,2024-11-06,289236.0
124,4244,93,168,2024-05-02,1380648.0
125,4690,5941,406,25/08/2024,1152663.0
126,3752,3069,431,09/03/2024,1096503.0
127,458,4654,209,2025-02-07,1994943.0
128,3284,5684,283,16/01/2025,1206380.0
129,1172,2515,485,2025-03-04,1788570.0
130,624,2663,146,2025-07-27,757605.0
131,435,377,14,2024-01-04,1447253.0
132,3349,6930,320,05-30-2025,446997.0
133,2915,1699,182,07-06-2025,429245.0
134,4397,2233,181,2024-12-03,830872.0
135,1104,2096,203,2024-06-17,927012.0
136,2346,5302,279,2024-07-16,1514893.0
137,3770,724,429,2025-07-06,1050272.0
138,1503,4946,500,22/10/2024,1941100.0
139,2720,5170,392,12/06/2024,975064.0
140,3706,1670,302,2025-06-23,413844.0
141,2477,4249,205,2024-03-30,138414.0
142,977,6298,57,2025-05-03,278691.0
143,1650,2656,6,11-03-2024,1372464.0
144,571,6127,468,2024-06-11,424075.0
145,3631,2314,308,09/10/2023,1184506.0
146,1703,2530,467,2025-01-25,758387.0
147,4472,4142,148,2023-11-14,1672084.0
148,63,4264,160,2024-09-22,124407.0
149,3997,5065,496,2025-03-31,691345.0
150,3363,1471,27,2024-11-16,1553260.0
151,1187,3059,37,08-27-2024,1005033.0
152,2659,1940,394,06-17-2025,809152.0
153,3772,4618,248,10-04-2023,83309.0
154,1611,1415,144,26/05/2024,1528773.0
155,1576,4397,1,2024-02-16,974422.0
156,2430,2372,297,30/08/2024,1970513.0
157,1297,1417,488,2025-09-07,1759706.0
158,1324,1464,83,10/05/2024,1589853.0
159,79,1723,431,2025-02-28,1948683.0
160,2690,1084,2,2025-07-29,143587.0
161,2718,5412,213,2025-07-07,1080722.0
162,2193,3992,381,2024-07-06,617269.0
163,3012,1185,73,12-03-2023,497544.0
164,1250,182,301,2023-10-07,1057007.0
165,1339,4976,8,2024-11-20,1989825.0
166,1695,4101,64,2024-07-30,1525753.0
167,3434,1934,285,2023-11-03,1386499.0
168,4277,5052,13,04-14-2025,321151.0
169,2970,2975,212,2025-03-18,1556418.0
170,1563,6783,229,02-06-2025,268208.0
171,2653,3844,91,2024-05-24,1656346.0
172,2168,51,133,28/06/2024,730513.0
173,3112,632,461,2023-09-29,307908.0
174,3355,4305,487,2025-01-25,1115950.0
175,4278,4299,378,2025-06-19,1060184.0
176,2951,4166,229,12-15-2024,284525.0
177,3295,6477,471,2025-06-15,212933.0
178,3493,4013,460,2023-11-08,831137.0
179,4093,3011,332,06-29-2024,1349119.0
180,1233,3213,266,03-04-2024,1962379.0
181,3192,6428,317,2025-02-10,1261542.0
182,414,5488,201,27/02/2025,1074025.0
183,380,930,337,28/11/2023,1993107.0
184,3662,816,258,2025-07-12,257429.0
185,3576,920,457,07-20-2024,1941725.0
186,845,3688,331,2024-05-30,1610920.0
187,4894,2978,472,07-16-2024,1853926.0
188,847,3433,250,15/01/2025,93383.0
189,4926,6544,54,2024-11-05,302859.0
190,354,4801,235,2025-08-01,1521289.0
191,3990,6914,181,2024-09-26,55424.0
192,1933,1557,419,25/02/2024,1360504.0
193,584,5961,157,2024-06-27,1712516.0
194,3716,4467,195,2025-01-11,911034.0
195,1540,5413,91,2024-03-31,1943485.0
196,378,6544,478,03/04/2025,622251.0
197,1719,1052,460,20/01/2025,1145290.0
198,2108,4469,500,2024-02-08,326724.0
199,1902,6755,132,12-24-2023,1109396.0
200,3833,2828,17,2024-03-08,721843.0
201,4959,5038,11,2024-11-28,1622262.0
202,968,3339,458,2024-11-10,1416426.0
203,4870,105,183,2024-10-07,1642837.0
204,615,1042,414,17/05/2024,210614.0
205,1319,655,334,2024-12-06,161921.0
206,1252,6692,87,2024-08-19,678440.0
207,3736,5821,467,13/04/2025,1297073.0
208,2251,803,128,2025-07-30,1351755.0
209,4444,2665,372,28/11/2024,1628526.0
210,4708,6013,225,04/02/2025,483294.0
211,2242,359,127,2025-09-18,420942.0
212,4635,6288,367,04-21-2024,125290.0
213,3224,881,71,06-16-2025,214839.0
214,2131,2215,133,11-11-2024,404098.0
215,703,2560,248,2024-05-10,1725783.0
216,2838,1192,66,2024-07-25,338301.0
217,3922,5746,473,2024-07-16,353822.0
218,2764,897,352,2024-11-12,922247.0
219,3883,3543,253,2024-05-26,1502194.0
220,4417,5204,236,2024-09-16,1106975.0
221,3557,4643,301,2023-10-13,1066356.0
222,1601,2359,431,2024-10-24,913905.0
223,21,2062,282,16/02/2024,1059809.0
224,4952,5569,35,10-06-2023,1268805.0
225,573,2552,366,2025-07-24,1238710.0
226,4454,984,21,30/12/2024,972649.0
227,3247,5620,302,2024-10-20,1567926.0
228,3090,3288,425,2024-03-29,975931.0
229,4956,6013,276,2024-12-18,738742.0
230,2517,5186,242,2024-10-17,1589300.0
231,2724,6443,401,2025-08-03,316821.0
232,3554,3030,440,2024-02-22,966831.0
233,266,6605,326,2023-10-26,1553557.0
234,3617,848,386,2024-11-29,1254007.0
235,4761,731,340,10/07/2024,679549.0
236,911,5962,488,06-12-2024,1732917.0
237,3291,2023,145,2024-03-03,1248093.0
238,625,4508,235,11-21-2024,55880.0
239,3976,1800,285,2024-04-21,1139923.0
240,4985,2752,325,01/07/2025,275520.0
241,3642,4602,41,02/10/2023,455032.0
242,3558,4854,215,2024-12-07,534979.0
243,2007,4482,187,21/06/2025,1803282.0
244,3851,5372,28,2025-06-23,1290179.0
245,3971,3296,201,2025-01-21,1327676.0
246,3724,3070,172,2025-04-26,1091555.0
247,3724,6091,9,2024-02-09,1227864.0
248,237,3213,365,01-09-2024,156118.0
249,1676,3287,425,2024-06-26,142442.0
250,732,64,415,2024-12-25,988295.0
251,3852,4372,68,2024-12-23,715507.0
252,3011,2161,93,2024-06-08,442389.0
253,2117,5803,63,06-26-2024,453810.0
254,2188,559,311,2024-04-14,1203491.0
255,4448,707,116,2023-10-30,1215677.0
256,1470,5367,375,2023-12-27,114062.0
257,2561,6722,385,2024-11-21,532547.0
258,82,3178,106,13/04/2025,1449276.0
259,3010,2374,472,11-15-2024,1225615.0
260,2755,4686,306,2025-07-01,1792878.0
261,478,6721,137,2024-07-20,325557.0
262,4791,1309,495,2024-06-12,1623926.0
263,2956,748,34,2023-10-31,972555.0
264,988,3259,63,2025-04-15,783254.0
265,126,2596,6,2025-07-25,1115759.0
266,4333,5623,315,04-17-2025,1643049.0
267,1462,34,70,2024-05-10,1905146.0
268,3738,2157,150,2024-02-12,1114463.0
269,3018,2541,145,10/08/2025,1509527.0
270,4210,5617,340,2024-01-15,293648.0
271,108,4383,60,2024-02-29,223437.0
272,3990,2073,363,07-03-2024,1223746.0
273,1612,3394,157,2023-11-01,1832285.0
274,1135,6735,24,2025-01-20,1051260.0
275,3326,3518,283,01-23-2024,1392981.0
276,4262,393,414,2024-09-20,1344567.0
277,1943,3699,246,2023-10-04,1225104.0
278,1187,4759,430,2024-07-29,394949.0
279,610,5216,98,2025-04-25,567042.0
280,1683,1789,210,2024-03-28,1912141.0
281,2480,4964,369,2024-01-27,1218496.0
282,1764,4091,358,2024-12-04,877445.0
283,3815,4786,40,03-02-2025,75848.0
284,2821,6833,38,2025-06-06,1598748.0
285,452,1254,311,2025-02-26,
286,3906,6969,71,2024-07-17,1622424.0
287,285,6355,30,2024-08-09,1582181.0
288,1521,6581,420,2023-11-18,1930504.0
289,3203,4638,57,04-22-2025,1625780.0
290,4112,1474,499,01-18-2024,801848.0
291,4911,4509,348,22/11/2024,1721834.0
292,1554,837,40,10-02-2024,1014745.0
293,4182,3352,233,2023-09-26,1949064.0
294,3553,1745,140,2024-06-15,293555.0
295,3644,5305,354,07-07-2024,1314275.0
296,1096,5847,446,13/02/2024,1472315.0
297,3392,5215,220,2024-10-28,307639.0
298,4042,5818,143,15/03/2025,1529174.0
299,2282,5846,183,2024-05-09,
300,4596,150,53,2023-10-21,1756342.0
301,2453,5738,346,18/08/2024,1875149.0
302,1354,5574,345,2024-12-06,1622622.0
303,1944,5712,52,11-08-2023,1340486.0
304,4837,4861,196,22/01/2024,1536843.0
305,530,37,105,07-03-2024,71066.0
306,4129,4335,36,2024-04-06,919982.0
307,1716,1425,402,2025-02-12,1092056.0
308,4687,4228,285,03-14-2024,1415207.0
309,1644,4798,396,2024-01-31,1416686.0
310,1836,2566,276,2025-05-24,1371260.0
311,1733,6030,59,2024-02-05,1325598.0
312,81,3353,335,11-16-2023,332730.0
313,2396,3999,442,2023-11-10,778428.0
314,2459,1460,41,2025-06-02,526339.0
315,1534,2768,292,2024-09-13,444161.0
316,867,6037,461,01-10-2025,1736012.0
317,1199,1777,276,2023-11-05,1352087.0
318,2516,4215,160,2025-02-11,647637.0
319,590,6052,162,2023-12-12,1975835.0
320,4130,2339,16,2024-12-02,1506058.0
321,2795,4045,314,2025-01-16,202346.0
322,30,6884,417,16/05/2024,330927.0
323,462,1896,48,01/01/2024,1270396.0
324,3412,6107,310,2025-09-15,644686.0
325,3937,4586,416,25/10/2023,667948.0
326,2951,3865,470,2024-04-15,489946.0
327,3843,6071,197,2024-12-30,1822971.0
328,3819,2348,481,2024-02-18,1971864.0
329,2635,5704,377,2024-11-19,1642305.0
330,4452,1609,311,2023-12-26,1557939.0
331,481,3267,215,2025-03-30,1169871.0
332,1210,4970,441,2024-04-01,963144.0
333,1340,5806,55,2023-12-07,1011607.0
334,4139,5597,88,11-24-2024,255964.0
335,3053,3010,186,2024-12-06,413424.0
336,3588,2543,255,21/03/2025,126239.0
337,4237,5384,389,2024-11-20,1937146.0
338,1472,3400,367,2025-08-21,639150.0
339,3576,6421,330,10/05/2024,1450118.0
340,4159,829,344,2024-07-19,1923755.0
341,31,301,76,2025-06-17,1830375.0
342,1599,5148,429,2025-01-17,786593.0
343,4641,1692,271,2025-04-10,973578.0
344,1064,4428,489,2025-07-10,1702566.0
345,926,1929,344,01-16-2024,830345.0
346,3946,4180,13,2024-08-11,201826.0
347,3008,26,388,2025-02-27,526338.0
348,2529,6315,468,2025-04-08,1091277.0
349,3519,5928,469,2024-04-05,1374054.0
350,3403,5510,315,2024-10-14,1592469.0
351,3045,5220,459,2025-03-05,376407.0
352,3416,2027,491,17/12/2023,463330.0
353,4769,1751,360,02-22-2024,1354006.0
354,3504,5733,389,2023-11-13,1038655.0
355,175,3134,119,2025-02-04,1869224.0
356,3917,5201,10,2023-11-21,740343.0
357,701,4864,203,02/02/2025,672253.0
358,2058,5166,367,2024-07-07,1257016.0
359,2398,6962,439,2024-04-06,582203.0
360,3664,6779,357,02/06/2025,1429469.0
361,1540,2947,295,2024-04-15,749191.0
362,789,5188,150,2025-05-10,1816166.0
363,1273,2047,388,2024-05-26,1892245.0
364,2470,4889,497,2025-09-17,1723658.0
365,2434,3390,58,2023-09-26,707120.0
366,4517,5711,482,2024-03-09,334948.0
367,623,1150,183,2024-04-03,565923.0
368,1016,4167,368,2024-07-21,605200.0
369,515,1574,444,2025-01-17,1413813.0
370,3810,1352,287,2024-09-19,810946.0
371,25,4599,284,11/07/2025,357452.0
372,257,2557,336,2025-05-09,892873.0
373,4483,1072,363,2024-03-23,1742516.0
374,1678,4337,170,2025-06-17,1959366.0
375,4431,5058,279,16/02/2024,295083.0
376,3837,4327,427,2024-06-29,316186.0
377,347,3511,150,2024-03-09,61574.0
378,3897,6055,440,08-26-2024,167121.0
379,3388,1309,158,2023-12-11,191926.0
380,2939,6656,498,2025-02-08,1634467.0
381,608,5603,385,10-04-2023,1289493.0
382,4067,1805,336,2024-12-13,1730333.0
383,4106,352,397,2024-12-16,1123373.0
384,4294,121,461,2023-10-20,1623054.0
385,4946,4324,215,2025-06-18,1305835.0
386,1670,5529,144,2024-10-05,1726811.0
387,1788,5020,170,2023-11-08,818284.0
388,3894,5069,347,04/06/2025,1285407.0
389,3361,228,199,2024-08-11,338235.0
390,116,6489,395,2023-10-22,81008.0
391,2602,2900,367,2025-02-04,1215626.0
392,2038,2585,187,2024-08-07,915230.0
393,411,6625,498,2025-05-14,1739822.0
394,41,3294,336,2024-09-14,1113888.0
395,1376,1655,460,2025-02-03,1963912.0
396,845,4140,200,2023-11-21,1748544.0
397,4176,1811,50,07/03/2025,1868185.0
398,3263,4068,223,2025-05-26,527122.0
399,4226,1170,485,2025-07-12,417757.0
400,3010,578,152,04/12/2023,926493.0
401,2744,4142,257,01-19-2025,1017284.0
402,2635,4985,15,10/02/2024,64727.0
403,286,2905,234,2024-08-21,1937042.0
404,4082,3035,257,03/07/2025,1028583.0
405,4200,3521,131,05-12-2024,1172872.0
406,1351,4727,278,2025-02-10,
407,2315,2130,452,2025-07-05,1493210.0
408,4833,1641,107,24/01/2024,843153.0
409,1462,1545,215,2024-10-18,1483107.0
410,4718,2825,239,18/05/2024,241164.0
411,911,2812,61,2023-11-18,662329.0
412,930,5071,128,05/11/2024,517296.0
413,748,5300,150,2025-03-28,1455923.0
414,526,1642,125,2024-02-13,1746490.0
415,33,6407,387,06-20-2025,142461.0
416,2993,1065,424,2024-06-23,1744963.0
417,568,2330,69,04-23-2025,796867.0
418,1509,1018,258,2024-12-06,1773697.0
419,125,5188,257,07/11/2023,1830635.0
420,2666,6010,376,10-18-2024,1004425.0
421,4154,1167,138,2023-11-09,
422,3775,5320,140,2024-10-27,594637.0
423,682,4771,65,2025-05-19,242837.0
424,759,3216,46,2025-03-01,1833700.0
425,567,1926,269,2024-09-07,389302.0
426,3188,5250,413,2024-07-21,1446087.0
427,2884,4145,340,01-03-2024,64517.0
428,1924,3561,119,2024-04-11,1245878.0
429,4690,545,174,2025-03-12,1744217.0
430,3687,4178,441,23/08/2024,1037090.0
431,2767,3705,180,2025-03-16,1125558.0
432,2786,5204,52,2025-08-01,1905519.0
433,638,3508,384,2024-01-17,308331.0
434,3495,3595,486,2023-10-13,1487930.0
435,4158,5539,386,2024-10-18,1356537.0
436,609,3086,112,2024-10-10,1028056.0
437,4103,6457,23,04-27-2025,1779990.0
438,1217,2617,148,2024-12-16,586373.0
439,4451,4340,38,2024-01-18,145854.0
440,2056,5139,479,2024-12-17,1147644.0
441,2594,4096,172,2024-10-14,1938719.0
442,4969,44,21,2024-04-19,1724520.0
443,3887,3202,493,2025-09-22,1071887.0
444,4424,2154,83,08/06/2025,619956.0
445,2899,1845,181,08-30-2025,1573136.0
446,2972,6606,360,2025-07-21,660966.0
447,2350,5331,71,2024-03-26,1235883.0
448,4646,1460,36,07-04-2025,1964336.0
449,1405,2578,184,01-16-2024,978165.0
450,138,3712,282,14/11/2024,365598.0
451,1339,4561,352,12-15-2024,1530448.0
452,118,6363,324,2024-08-26,1143894.0
453,1188,628,237,31/07/2024,221228.0
454,4400,1852,405,2025-03-12,1851734.0
455,2287,5596,362,2024-04-19,796172.0
456,4789,1267,350,26/08/2025,1486920.0
457,3808,3789,108,26/11/2023,851965.0
458,3156,3990,109,30/09/2024,1575538.0
459,2138,6963,131,2024-07-02,1427300.0
460,2803,6293,257,2024-05-24,478142.0
461,2795,6457,67,2023-12-05,1913257.0
462,172,1380,156,2025-06-04,1142066.0
463,3501,898,469,2023-10-14,191102.0
464,323,3128,265,2024-07-27,1101989.0
465,3092,6697,60,2025-04-28,1248883.0
466,4420,1888,418,24/01/2025,1305118.0
467,4239,3537,448,09/05/2024,1837177.0
468,2974,3085,100,18/11/2024,1041813.0
469,799,3472,404,19/11/2024,1024099.0
470,2704,1214,291,2024-03-28,1705250.0
471,1277,5860,167,08-04-2025,
472,2479,6901,99,2024-06-19,1966675.0
473,1734,6135,373,08/11/2024,1717447.0
474,1952,2100,195,2024-07-18,1424996.0
475,2920,5679,282,2024-02-22,657622.0
476,4967,928,494,2023-10-17,93898.0
477,3332,1190,209,2024-06-08,1256008.0
478,3053,3793,338,2025-05-22,1534660.0
479,1681,5416,160,04/11/2023,1450176.0
480,159,2855,102,2023-09-24,1492202.0
481,3253,1361,304,01-14-2025,873773.0
482,3815,3513,134,2025-09-09,1459738.0
483,2950,82,222,02-07-2024,1627347.0
484,1504,67,9,27/07/2024,1747306.0
485,46,3765,475,2023-12-29,940039.0
486,1209,2509,484,2024-11-05,758477.0
487,624,2062,136,11/09/2025,779049.0
488,357,4637,313,2025-02-03,955090.0
489,2520,3429,399,08-29-2025,960477.0
490,479,5501,267,2025-01-18,1055849.0
491,1217,6206,281,2024-11-29,714212.0
492,2146,4465,67,2024-09-06,532741.0
493,4359,3551,11,2025-03-24,148137.0
494,3024,5587,242,10-27-2023,547811.0
495,2378,2168,300,2024-06-25,1746952.0
496,622,1800,22,28/10/2024,322486.0
497,4109,6023,333,2024-12-06,487532.0
498,941,5116,265,2025-05-19,1343145.0
499,4641,5971,285,2023-12-14,1730159.0
500,1941,273,185,04-27-2024,1020337.0
501,3915,4772,60,2025-07-19,1542341.0
502,1687,6487,255,26/05/2024,1470641.0
503,2019,6413,401,2024-01-26,1651247.0
504,1780,5803,191,2024-05-07,779513.0
505,3568,4761,171,2025-09-20,1228423.0
506,2995,568,67,2025-08-23,693694.0
507,1039,3374,447,2023-10-18,397900.0
508,2570,4518,133,2025-01-21,1086756.0
509,4268,1589,129,20/08/2025,1329787.0
510,793,4253,43,27/11/2024,877817.0
511,3042,443,111,2024-05-21,179618.0
512,3254,6828,51,2023-10-02,1244293.0
513,3859,6400,484,30/09/2024,1174092.0
514,2848,1665,214,2024-10-04,148560.0
515,741,3917,280,2025-03-12,502336.0
516,2652,5722,481,06/04/2024,903264.0
517,1087,4098,416,2025-07-10,1513797.0
518,1822,5326,114,2024-11-05,1374620.0
519,4853,571,75,2023-12-27,1833468.0
520,2121,3094,228,2025-08-22,1233555.0
521,4267,755,230,18/10/2024,1453251.0
522,3561,5779,193,11-19-2024,1781135.0
523,4300,5803,423,2024-06-26,1208305.0
524,459,5040,229,2024-03-07,1744382.0
525,4471,6700,208,08-22-2025,672486.0
526,3947,1548,296,07-06-2025,268326.0
527,307,4914,211,2024-06-07,1442095.0
528,705,4528,79,2025-01-16,273767.0
529,2749,53,54,2024-11-26,1574016.0
530,885,4264,346,2023-11-13,1059534.0
531,34,344,402,2025-01-06,1806619.0
532,2712,6273,72,08/12/2024,1673724.0
533,4106,6441,100,2024-04-15,85634.0
534,4890,6883,490,07-23-2025,218095.0
535,690,2856,119,2024-10-27,1000367.0
536,2551,6503,338,10-20-2023,232357.0
537,3343,919,233,25/11/2024,1363896.0
538,3557,2029,141,10-17-2023,1739685.0
539,4928,2691,349,2025-01-01,496482.0
540,4196,3751,435,2024-12-06,1985557.0
541,270,415,156,2024-12-09,374280.0
542,1709,2950,474,10-09-2023,893049.0
543,3587,6225,393,2023-12-21,983426.0
544,1381,1775,488,2025-07-09,477696.0
545,772,3248,234,2024-09-17,1445911.0
546,395,3158,317,02-12-2024,1720067.0
547,1907,362,33,31/07/2025,836603.0
548,4896,4866,216,08-18-2024,660142.0
549,3719,2773,435,2024-07-04,506509.0
550,2022,4336,268,14/01/2025,1819039.0
551,935,234,142,26/08/2025,1901980.0
552,1808,6727,348,2024-02-18,1895521.0
553,3407,5835,210,24/12/2023,1970458.0
554,2611,2705,39,2024-06-08,774583.0
555,3956,2822,60,2024-03-01,1636733.0
556,4385,4213,341,2024-09-19,379398.0
557,3233,6932,197,2023-10-26,357862.0
558,4389,464,482,2024-01-16,633935.0
559,174,5951,283,12/11/2024,419027.0
560,4922,5972,271,2023-12-10,1061513.0
561,947,2620,235,2024-07-01,295444.0
562,2792,3664,384,30/06/2025,1881534.0
563,1273,4613,157,02-27-2024,1733547.0
564,1762,1577,259,2025-01-28,766949.0
565,3134,304,369,2024-05-23,320297.0
566,4897,3122,81,2024-12-25,685896.0
567,2163,5552,264,2024-06-16,394460.0
568,3354,5411,435,15/06/2025,1704446.0
569,4335,960,489,07/12/2024,1175992.0
570,3886,6904,290,2024-02-26,561471.0
571,4190,6059,219,2024-12-27,1077032.0
572,3293,6296,119,06/09/2025,955232.0
573,3324,1730,300,2025-06-21,382199.0
574,1232,6423,259,2023-10-06,704982.0
575,2392,5576,440,27/06/2024,1759757.0
576,469,4345,465,2025-07-18,682218.0
577,2430,2380,299,08-11-2025,1374248.0
578,1334,6439,249,2025-06-29,1551939.0
579,1194,6314,30,2025-03-30,155443.0
580,1585,854,105,2024-01-28,209374.0
581,1879,4651,354,2024-05-03,1173746.0
582,2132,2602,499,2023-11-09,1894827.0
583,1440,1072,72,2024-12-09,534812.0
584,1890,3737,239,2024-02-18,66586.0
585,1560,3875,452,2024-05-10,1440785.0
586,1246,1222,168,2024-07-25,1677881.0
587,2823,845,52,2025-07-02,481914.0
588,1748,1787,389,2025-06-15,1165543.0
589,4138,6615,34,2025-06-19,1453208.0
590,1818,338,218,2024-04-14,1169139.0
591,4369,6399,500,2025-08-11,1390933.0
592,1058,2655,309,02-22-2025,1753076.0
593,2708,5324,442,31/10/2023,1503242.0
594,1630,5672,114,2025-02-07,1646109.0
595,3896,6933,110,2024-12-12,1593167.0
596,4708,4590,197,2025-01-06,740498.0
597,416,4100,348,2024-01-12,1154755.0
598,4583,4730,410,2024-12-23,729710.0
599,3402,3261,204,20/12/2024,1317856.0
600,1015,2990,53,2025-01-13,347479.0
601,3912,4598,158,11-17-2023,959906.0
602,4498,2512,313,29/06/2025,641897.0
603,149,2611,48,30/06/2025,862477.0
604,3911,3477,43,2025-06-12,1004941.0
605,4100,1946,309,2025-02-15,374308.0
606,1073,4172,251,23/05/2024,1973113.0
607,332,5288,412,07-18-2025,1080062.0
608,1330,398,173,2024-12-29,99640.0
609,2428,6941,84,2023-09-27,1761399.0
610,2122,3893,115,21/10/2024,743274.0
611,737,1832,438,2024-09-23,341299.0
612,209,5547,448,2025-08-29,755642.0
613,443,2106,26,2024-02-01,1028798.0
614,4422,1274,188,2025-06-19,684471.0
615,4064,5330,326,2023-10-31,1716853.0
616,1482,4839,397,02-13-2024,1268253.0
617,2017,3665,416,2025-09-06,1234592.0
618,3109,4595,257,2024-03-13,1372624.0
619,2103,4948,152,2024-06-16,371256.0
620,488,3339,231,2024-01-01,1933864.0
621,794,1948,227,06-15-2024,1474849.0
622,688,6527,26,02-18-2024,1181089.0
623,4693,3881,192,04-01-2024,1526729.0
624,2980,5497,92,2024-09-11,670203.0
625,3409,6699,73,08/02/2025,1708518.0
626,2521,5210,427,2025-08-16,838468.0
627,3350,447,497,09-20-2024,1091904.0
628,577,6670,231,2023-12-23,1438338.0
